x1,x2
1.0000,0.1209
0.2195,0.0000
0.1000,0.0000
0.3981,0.0505
0.1844,0.0000
0.8055,0.0868
0.6383,0.0215
0.8820,0.0000
1.0000,0.0000
0.3399,0.0195
1.0000,0.0000
0.6728,0.0000
1.0000,0.0747
